GHNHolderAddress	Quantity	PendingBalanceUpdate	AHCHolderAddress	Quantity	PendingBalanceUpdate	BAYCHolderAddress	Quantity	PendingBalanceUpdate	MAYCHolderAddress	Quantity	PendingBalanceUpdate	MGHNHolderAddress	Quantity	PendingBalanceUpdate	AKCBHolderAddress	Quantity	PendingBalanceUpdate	ThePlagueHolderAddress	Quantity	PendingBalanceUpdate	SSHolderAddress	Quantity	PendingBalanceUpdate
0xc1fc2c7d54215a18cc3d776e1fc68dc02ac1c49d	3	No	0x4a6f66b2c7da432d6c3fc26f90aa1250920f578b	5	No	0x079613b90349ab9d29b90337143741cb8681ff09	3	No	0x62f9c93dca19e94e1b207da57e2014df0f779a21	4	No	0x97d0f894761df7b80cd28f2e78e1fe1ce51898fd	2	No	0x5ad264fe5ae7912b5a9d0d424e17efcd85f19768	4	No	0x8c9a5a7027331f70786d55848f9a1e874837715a	5	No	0x0930fdcd5b133be1c2bf129f230cce844e5d6308	2	No
0x0af699359eb5d1ce72e95206f7ae90b1cfe53e0f	3	No	0xa5df69c1f7a1eff14ff6f682733c7b8d6da62ecc	5	No	0x80af4d533d298bf79280c2c9a6646cd99925009d	3	No	0xa15a5fd5a3f99d52b5741476572dff8d5c96580c	4	No	0xd6fb2709b8fb412b38d72f4a3f086817fd1eb814	2	No	0xe10a5479fa63eba70b54dff6fa26ae93a6c250e6	4	No	0x30b33ba35128ff203dac85feb231858e501736ad	5	No	0x34a74b1f04e0ef3edca59792c3937a552c71553e	2	No
0xc7cff3e96e553eaaf434749f88a0df920588cbcc	3	No	0x36298869cf2befe3a6d7beb0963b1dc66f215e26	5	No	0xd71d40c047a2f1ea5b523ddeac03a9024d82f618	3	No	0xb8b6910ed0cf70f92c9a6327838dad479302e7ad	4	No	0x3e309ac8f960d53dbe5acf14bbefadf5280efd4a	2	No	0x06c0a69bb89ee2cb2a94860b1c3c7df9ffff4b8c	4	No	0xb1139094aad49c0b02be646271018f099642ed48	5	No	0x47b0f32e87cdeaf05cba1cfc739804d705c9eec7	2	No
0xb66f5a1b06cbd222b2124fdb8ae1c9b068aa33dc	3	No	0x49446fe442c8b2ca465777894ccbfcae16147385	5	No	0xa8a384fcda7b5ea26bc51e9c33ae77cdbc89ca14	3	No	0x037ac7fa0039da18d9bda7fa946c684358be4b52	4	No	0x97b62b5eb6824904498b49434437545803b606c8	2	No	0xd997d894af1e690ad460d0fbbddb978afa8406ad	4	No	0xedbf3e389d6777a764e719439492c909d7228f69	5	No	0xf2400c115d510def6e0e64b611c0eda115bc0199	2	No
0x71144177fadfeb4fe25617fd90293d985ad1864c	3	No	0x220ba45e759d178036fd4e3d4538ecbc92062650	5	No	0x396664dfc1e515682c2bc6c32b394d5734392fd5	3	No	0xd23e85525fd675f1bf41856f07b5aa0accdeb07f	4	No	0xa243183dac90aceab17a05db99d85188d4f6afdd	2	No	0x41293a8b0dbf39310046b69dd7a162f8d388f0cc	4	No	0xdf2fd331706b371d84ae9405f43074444f5ae9d7	5	No	0xa47d2e68b8964a4c139dc552509ed06c926d5f88	2	No
0xae847855b226d5d3496445e2f316484ec736b9f0	3	No	0x3f3974fe4ad599cc0461e040ff6e9ada8c65c0b4	5	No	0x7c66a3b5156f8d94d5c89fabf4c7250a32f9b74e	3	No	0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28	4	No	0x377ca13ad68cdb4ee2981b45bb9579c001f1c682	2	No	0x90e7df8f76639ae56a8164eb97509c0f58b48101	4	No	0xf4ab791230da62a560d07a8a0200716055bf044d	5	No	0x1480835adbd1eae1c95c0e1c73558f686dc5b9c4	2	No
0x6c738a710ce210888840204567ed6948212abd24	3	No	0x8cf70c0a313a4181ab07aaa2592ae4050a8f64a0	5	No	0x6877a8e8bb7c63d10c816f19079d6b0d9a5390b2	3	No	0x407ed94415b5ed61d1f30950520d658a59a21ed3	4	No	0x862fcbcbe28b74932842cfc515fe4164e2b43a0e	2	No	0xbf5984b49dac0bcaa2168ee24e253f0e7ba4b45d	4	No	0x7fef7e194b5939d25b9523034438d341d61d85a0	5	No	0xa2c21ee4deef3c7718dde842d34be2dc5f651e6f	2	No
0x34c198b5ae540c5c1b8be6a1128fd6174f0f8e92	3	No	0x31163b47b57af55f4d4c40e3fe7d2585687a6d50	5	No	0x630a2bde1377ceb1fab1beda03a1c5f7ede9999c	3	No	0xd396b4b319995b2227f3abe3c170b1affa16dde3	4	No	0x6ca861f2068169dad5624c780b90163bd10ef604	2	No	0x4eeef90c4ad2c415e88bdfd129045116a9905506	4	No	0xd4aaa68c54f7f11049a306e27776fec355c6ca09	5	No	0x9bc5f114622cc2cd0509e245c9f32633ce48149e	2	No
0xab6ca2017548a170699890214bfd66583a0c1754	3	No	0x300bef96a6cb272ee1847bf75177168b8b97556b	5	No	0x0d1abd92905b877b0c42d955cc53ac655e3e7ba3	3	No	0x95425e5abb5cece0c5653dd77be02b7913e53488	4	No	0xd6d821de59c1202b77a3d2209e650d104a849a74	2	No	0xeb0da32c9d1aa1aabf37798b347638e57bfc6a6a	4	No	0xe73172ff83b97bab4312102d793d51d481945677	5	No	0x2759c7083ca50bccd57d5da12b7a091fa24c02b2	2	No
0x2932aac818733a958bbe314e5a5336db83144731	3	No	0xe61447f446847907953b6b02ee31f450c09610f7	5	No	0x128086fb203c4e29af7878d157520abc4cf65da3	3	No	0x20990bbf370e410898ac4f5a9533a29b4f5fbd52	4	No	0x084817b077261e22670b879202923fc69133eb45	2	No	0xb3d9626b8a64b3549d804f38b0c230b46f64b7f9	4	No	0xeb60468d9fac7f03d128b491816f92beffe13ad7	5	No	0x00fa413a375f6d4bae5c31e076efedff9789e7c4	2	No
0x3345e0a8f0420d16ade52e239e20e477559443bc	3	No	0xc5904a4ab7f02ea23450fc80fb7546f0727259b9	5	No	0x01de321ebe92e51b1cf0610cfed109c0877ff980	3	No	0x3de53471c5aadaac0bebebb37268b7a7257d85f5	4	No	0x25d6c99a4fc6bae0907ac7e8a7f8b6fd3f2a6fb6	2	No	0x862007c4f16c1755a2f32cb37c83a31ef1f14a9d	4	No	0x79da8c517a7152be8d1a913417a50077dc043983	5	No	0x33ea656de31f0674f0ab1f0fda35aa64169a5929	2	No
0xe63f8da549243dc15ba6ff078043053953f0dbfa	3	No	0x93dd09af4025182d814f2e37195205c0cb998872	5	No	0x0184670b561ce2a85c97b11b06116c2b0a044663	3	No	0xc212788d35d3acafdf21b5cde975bcf6d7309a26	4	No	0x46386545fa8ff9ff0ff8ba9c0b1b7899dc779953	2	No	0x466fa563ecc99a617782c179fd0fac11f38af692	4	No	0xaf86540824d051958ff03b613fb9c350f00361ff	5	No	0x4fe0a97cca23a32ffd84d6d3b37375c806978359	2	No
0x3832500f964b3cfbc46f36ef194451a4a3951c8e	3	No	0xcaf47bd4a77f38894894c92c4de0f7d078ec6939	5	No	0x56e094616618e5275e04ca9339e0df1c2aa77cf4	3	No	0x1a7e4f43bd85db6a47f865ab98b63d4631d855ea	4	No	0x8e6946151c6b5ca50c3efff4859c845c43a93c97	2	No	0xbc9a8edb52171777a239397a0a6212f2a63c987a	4	No	0x349cb33039918abe1123dbb0b58125f0a13015ea	5	No	0xbd40a797140f36e608b41390e669f11e79de4b6d	2	No
0x89a23497d3091d3f6664cc185918f1831c91f4dd	3	No	0x7e286acd1b52f0e5a1b31f331185ea3d41ae47cc	5	No	0xb25a1d02b029d53212e4c356b6daad419762e606	3	No	0x42f84b1f43e4213e337768e376da87ff99a5b58b	4	No	0x6ea723b7d61b1f6f7ced4bca9031929aad2cdabe	2	No	0xddf2be9fc5f3fcea8aa87636a2127057f3c8a32f	4	No	0x8ab3862142b06e79cdcb7b74f0434d2545574bcf	5	No	0x2a3d78ba1f689c5bbe0c42291f25eb8ca7d364f8	2	No
0x0f7b4371d7f93289ec6db0ff77fd5de2e75d6568	3	No	0xcbef46a7cbe1f46a94ab77501eaa32596ab3c538	5	No	0xbba192f91dccaa7ad9e1d7150440ce70dba7ff93	3	No	0x5ed654950c42e9be5a44a18eacec242517f6abbc	4	No	0x644643a1b8ce90144c9d4dc567cd7781055e2d99	2	No	0x61adf0b7419e09d8e3c72de5d007c593475226c3	4	No	0x5ce7150640c824201948747985e44b9f69d81a4b	5	No	0x5cb9be419118990398536abd9859d1c886159553	2	No
0x20ba0e90a55ad30e62fee111a2673d055e365180	3	No	0xffe54a0669339a97e1a918908747ce1e7d3aa519	5	No	0x3ae85d19566c1dacea625b2909e07a6f4b72ffb3	3	No	0xfdc1c2924406a57d3ccc4b2a014bf9a6dc97787d	4	No	0xfddd7dd28cbbe76467d616955ae98dc55fc29f1f	2	No	0xd3c51e3d17c15f3adb25536515964e27a4dfae0f	4	No	0xad260b3358679017e56939d52770c2f712b7eceb	5	No	0x2c6628d60836ad7ec2271e2ebd9a40adc29f1b6a	2	No
0x4d790fb791b80fc0f93a908e26c5919038a65420	3	No	0x73e382c8b9d3b807dff3d7421a516231fff5ea44	5	No	0x1ad7c3d3ac2118335d5437e46bbdccf69d1f1a4f	3	No	0xb96ac71732d0fc922add81f908127da3bf6a410a	4	No	0x2dd0f066778ac18c5d5550c6ad74f0ed3e488c27	2	No	0x24eb9002e5a00fecedad96dccdc67859adb0cb11	4	No	0x25da5782bbbe8f0d56a9e17ee45bd4cf0a0954d4	5	No	0x9c8f92bddf72b5b36eaa4ea7f3d581cec0802c13	2	No
0x88fc5ef4ec3e8e8fb36bce54c674fb12355fb942	3	No	0x20794ff0cff5604dd7121730653b97d91dd9cf91	5	No	0x1ed3b397504a52fe86bda23cf3d4c016d680e8a9	3	No	0xa0d8ce25c28fd6d0ae71f17f8375209b4611349c	4	No	0x16e902c1b09f8a586beff077a7ad66c3368546a3	2	No	0x0d9931d1be5c9687e1d4c21e527828a75b4c012e	4	No	0xb3d08e56d010529effbaf94640381bb1cc007348	5	No	0x3714c17a662d359ce9eb91a0d75addb5e10a0214	2	No
0x3c7b2c357456cc0c4d577465d93cc628daf25771	3	No	0xf08235b32dad3b215c48e3bf4335ab8d7b82fd70	5	No	0xccd8e06861943fdabf413628f272d21bd0e08edb	3	No	0xc94bb9a7485954e17f589e572346cd8b7deadbe1	4	No	0xaaf39036a861d4dfc1b79c63de634ea86a16d5eb	2	No	0xc93e219dcc7fabe288c34854025f270b06d15342	4	No	0x11b7246173e16f8c10b07d04b719e48282ebe2cd	5	No	0xde5bd9079d873024e6b211caefd774b741f8be7c	2	No
0xd14a17c470c3d96e38957f8f8f6529d4a2bccf89	3	No	0x3c3f01320801dfdae9620735c64661592ca19abb	5	No	0x3d8b6c31d1d5b155ab44b742fc5ca4d540d05582	3	No	0x0eeffea78e89a75f6baf1d345f16b185ee75a815	4	No	0xdb4e94caf3c101711fdf36414f992b0a3611f043	2	No	0x4a826776cef2fe287bdb1da5cdf70676e56e0be3	4	No	0x0918ca7e812afdfd63b2136c9b3cb8bd9a1247f4	5	No	0xaddaf99990b665d8553f08653966fa8995cc1209	2	No
0xcefd2b05308628a5c40d4fc0d5038ae85c45c1c1	3	No	0x37470dda5710e47e32057042310d11d9be1c3c60	5	No	0x7c1958ba95ab3170f6069dadf4de304b0c00000c	3	No	0x60e14a901f9c940773ad09c781c0ce2de9f84efb	4	No	0x3057f8d1ddf17c6780aa3d8740e17920d694c1dd	2	No	0x901f48440504b800bb08bd4de12ae580bf167076	4	No	0x6eb767a3e1f2be2680bf7fe2ba1b8948730db432	5	No	0x8670b29f42089019747b24f8d6965afa3eaf90ec	2	No
0x2262eef5f54c1cf6f754ec8bc8fd9543437830d7	3	No	0x080feafb0e0101228da57c29470dc5c762ad8096	5	No	0xd1d49d39a319601e6bf8f96859b797dd1d7b466c	3	No	0x55c111a49d629f8c99d4e2babcc85aa06ed412b4	4	No	0x402b318f8288a1479b8d22f75f16d3721581eeef	2	No	0xd7e5e9cda35fc86105f41440526db0d093e8ff9a	4	No	0x439a21d06df52171ebddd79c97f9e439d9859c1a	5	No	0xbea19b70f9b9595a3e8fe5508fca4935740c7584	2	No
0xbbe62dd0d72818b31d6caf5e6367d0547bb0782f	3	No	0x858bdd0dfa0a8f411c03d79b4fa482d71b7d0f77	5	No	0x6857619c925250068b646e4f6a4b7eef04df9396	3	No	0x400e4f44d0ce889e1d09fc12815befb059d13535	4	No	0x2ff5ba87f4cc649c39fe8f49c481a6e7dd7b8546	2	No	0xa65dcedd72700e15ff26f3786117c017e76cd78b	4	No	0x299ac553a5fcb8cbc3921b87d81862c4fe07ab1d	5	No	0x4fa143717e9f5c8523457d7d080a40a123af9274	2	No
0x5907ccee98c89e59997040cf25bc6c4c834108f4	3	No	0x4bcbd1485e9248fbde7b56ef0c4c7c4590b9f058	5	No	0x41478c416dc274d687e5a88dd0bf8402598e5245	3	No	0xc70084445c4d24809c72b91e62b1168c727508ca	4	No	0xf2496b28996dc0a300407ec93b39131d675e6353	2	No	0x06d6805e6a8bd2ac90d290400a6b76510c94739c	4	No	0x9b3d6276ebb547c855c7bb00a06ba1b90bc06f21	5	No	0x74fc1652c3605788ac41c6ce7347a49b0ff5f0b4	2	No
0x725215b706a8bae19bf582cc3778ddd9bd731b90	3	No	0xbd402939c53112810a54a53627bfa5fe301ded24	5	No	0xe99b834f660a6abe15d785ab3ca4240cdb61d2a1	3	No	0x2cc286af1d641712bc4ff3407991bfcb2b26b63b	4	No	0x195215c48bc5a9148e4ce88b2919b739a18ebd0d	2	No	0x0c1a1590bc88e862f685cecad629e5e94b517e59	4	No	0xd1598c76c78acc698a5241578ea0b21afb29ad44	5	No	0x8dc0b2384ee8cae3a90a9a50b25199074faf46b5	2	No
0xe3ff4beeae4879a5a4c1c26181c6ebfaba5c654d	3	No	0xed779bc2c9d5a0a84c0db48dc409930b12bf9f00	5	No	0xc0738649740929ef714cc5c0229a1d5fa8138c29	3	No	0x0b31cc882a2b3937257ccf785b04b7c8f931207b	4	No	0x2262eef5f54c1cf6f754ec8bc8fd9543437830d7	2	No	0x164054859641a56bf767713f983777ab1278cac4	4	No	0x3ead96cd0702c6119393452c20579c3a75ab4399	5	No	0x3651d43135dee0caa7846eca70f7ffd732746763	2	No
0x86f943526f9b99e7376634d860b513b2a671923b	3	No	0xf1777a187d837a02e3e230c909092eaa408b4820	5	No	0xa26fc7111446288be63ea7a146be79d99ae6c71f	3	No	0x180dd1a1f2d43e0162b62a2f1d19a8e4543d75b2	4	No	0x5ca86d06ee7833ccc3a9290d299096285416bf63	2	No	0xf869b52edaa309008330c4fb3eebd93b78b57b81	4	No	0x58649f0d2e732a71bb4a79ea44c355b95643610c	5	No	0x9ae6f872bd544cd20b7086aab5e965c1e219348a	2	No
0xb8c03b26bfe82a06091504fa789bc3fecbb47cde	3	No	0x6ea723b7d61b1f6f7ced4bca9031929aad2cdabe	5	No	0x98f654450c796a41b76cb2a3731bf22ab5d32da9	3	No	0xa5a3a02f70955fdfe1bd739c5c56a8cbabfd694d	4	No	0xb5441316c07f87457a633bfd40c137d2beabbdef	2	No	0x76a51cf8be58b790902a1294ed7d946c95f6f100	4	No	0x44b3c5ae24b6dad3fc27ef3681e9b06438461e8b	5	No	0x7693af469ef01231bd18bed878cf40b6360170b7	2	No
0x758663adfb5d61238556cf74bf006bb1e1f7a141	3	No	0xc7cff3e96e553eaaf434749f88a0df920588cbcc	5	No	0xa64d600a74a75b6a0fa30c848d39a70e89f9ed46	3	No	0x0aaa61ca9f1bcbdcd27e2965aa475e8c03c142e9	4	No	0x8d4938202144ff2a5dff3598b5a6775d41813368	2	No	0xeedf0f1802fd20fa5fb3063f98316bdec290c70c	4	No	0xf4174ab1a9cf93217279ab0484ffc78ab7c7b83e	5	No	0x81ec3aa7a353628c2968d9635bd10544fcb69a70	2	No
0x8e31a57e43b38ae889eb663e520c2c22d7771b92	3	No	0x524df31eafb8371f3f944a182fb806cc7826d3da	5	No	0xba8fe04477ca6ef1ec00cce7ea7f4b83773faedf	3	No	0x9a9750a276beac4f80686c056fa93ae0cc766091	4	No	0x2b20d8de33f154af4bb029536d438249f95cacda	2	No	0xfd3ff4b4a7a103a64009b569937c9f1113b4c456	4	No	0x1249abe1e7586b9e8a03cd6e9c58dd28e18a2679	5	No	0x56865d546fd22b82ab6de3b899f990533bf74521	2	No
0x9178a73864f07da425f06136f1cbbf2593034f4c	3	No	0x8db9875668a3e609beef552adc3796b3df496304	5	No	0xdebfc04f212350952d37f774afd0796b22e88983	3	No	0x8a04d876ce98a31ede502646d2ddd1e0f2a4769d	4	No	0x98f2c501e5b591210cde54be3bee843d3ad3df7e	2	No	0x04c1f39b1c7b8fea54bda57a0f5293e150c955a0	4	No	0x0f388f7887a4df5b1d62a3a2e9b10dc050de5995	5	No	0xa1cd0db03f34dc2c83a8cc1541d0cb1fc7b55598	2	No
0xdf87eda9f15d38d76535832518f460925b17cc9d	3	No	0x61fa80748b965f09473029de01ad9f3f092be32c	5	No	0x29c238724cb22e252bb67cd58840ea79506de5b0	3	No	0xb09b5d8c221e4e1bfa4c2a947c501212a48d097f	4	No	0x307b43bf201bf2732f0230522cc170955a945d36	2	No	0xfd798bbfc9aacd8da7fa0f24a484b1f46c4b946f	4	No	0x23c5b47e858c03ef6905803cebfe47b38054063e	5	No	0xda508d7aa1fc9ad252bed8bef26aac448b1c8e14	2	No
0xe121acffacbde38e02004828fdb6c99ac44b0f0c	3	No	0x2ba7c75614b7b53519e4ae68af225297e8703f2c	5	No	0x20786273755cab64cad8a40d48fa57df1fafd981	3	No	0xb954c3878a8583980db0f01d07040e6fa7e56c38	4	No	0xd9d34ce2fee9400fbef2388aeb177008412dff02	2	No	0xc1862fca762118597b1f207ae57cc77b15e554a0	4	No	0x39301c28137f44827202902fb414e4ca778f921d	5	No	0x6900c1f8e31b786ad9a85219d6d3fca20fedbd3f	2	No
0x790534f76227ea8169cefc7e1c8c5b5c08cda951	3	No	0x5da9a34932497422ce90cf9c6b3b91ac9d5aeb0f	5	No	0x15bd2aa5d34727f72d17636b055b62299486fe1a	3	No	0x7b4e32d7c0a0bab8083e3e9767a5af2472b5ccfe	4	No	0x7ac8df0f02a9dfa8e732585f9f5eb5a01ecdc030	2	No	0x03a1752d689ac9ef936898189aa9c0a7011842b9	4	No	0x3651d124cd44f024ed9edf983f6943f275a801a3	5	No	0x4135320a8c54a300c8a1e7216ee9534e685a1642	2	No
0x0190b6ee86d0d4e24255974be23c8af16632420c	3	No	0x661541c1d6aab9b0ec4f6eadda3af6c229b10fa6	5	No	0x248e3f667d1c4dfde7d6fbeed82502b992a7ccb7	3	No	0xe6e5f2dbe9c7999465a4369d785caa893009ec3f	4	No	0x96439bd74d520421438e706d11d15b3cbc817ad5	2	No	0xe2f9d02633d62ea8a434ab6a1fd45e32856155ae	4	No	0x6c71aea162982d4515555551e0b62da522e6c80a	5	No	0x68b724511ad47f24b0e233022a1e94de8311248d	2	No
0x531760004f49acdbd59c879c81a73fa9f7a13f20	3	No	0xf2a551a204e3e43ade5dee0910fadd025b20e104	5	No	0xecb312f9cd07777fc87fbef4cbfe6a494ff2befb	3	No	0x129551cf72217561d02679c0ad7a9810d525b605	4	No	0x8b666038411d8dd20184c7c1f5c8ce5e2d4deaac	2	No	0xe8cc3d98aa78e7523188e157fe27732c4f5aefca	4	No	0x897774673560a8467e980153732fa65ca46259f0	5	No	0x25cf64beb03949c6283e719a67434ec64a564534	2	No
0xd8fa42516e1bbe86aa7b50a882698b3939171f53	3	No	0xb9e93185c267124769fd2699342ce36370d645c9	5	No	0x24ac005adcbb3d9551474b43f855191e12e8a4ec	3	No	0xbdea56efe73e2d2e4be9f1b210af36500df16b45	4	No	0x330a01fcb035ce8b82bd3f143ec0b03e3023d1ae	2	No	0x0224e8ace61e3a4234f1b30007be5b6ed88e7da2	4	No	0x39ebcbad70b3bf679e27dedfb2eb8c7c0ef0da70	5	No	0xd164754c82a79d044c3a11ea24d9cd64ad3049e1	2	No
0x7cd39a076936d6d8462a582b332c61b4a72760fd	3	No	0x7980d1828ca63bc66726d542a0eb0b80f5f65af9	5	No	0xdff144ba77871cbae248f90c1c46e66dadf7c0ab	3	No	0xc525259e67de3a3208106fb5044a594c810c1129	4	No	0xcb24ce44cd199a21f2fdf7821a020b488e9f6bdd	2	No	0x8266d8278ffcead029cdf8f7a96aefb4eb790b0b	4	No	0x27980e645ef2533816173dfbb859a0817685213d	5	No	0xb64320ce6ca2241c5298d269396c700102597c94	2	No
0x060948ffc90da786e88d0d864f0dcc38561ad1b0	3	No	0xb6897861ad4c6bd32601ac476a8f4def9c51b953	5	No	0xe2e07551f6454b0812bce305ad223bcf65bda254	3	No	0x2c6b0d5ffd5da0c739a17e370d2e4f10b53f5277	4	No	0xe5bb16f8e3043d8a7b97df896adc5232b64ad69e	2	No	0x0bfde2bcf08ad7892eb592c7ec14fc132c9224d4	4	No	0xf4863f0cba870c0a98daab60f68789e765b0bd16	5	No	0x828f449e80ed68ca40c18342b3fefecf78a047f6	2	No
0x90b47daa259130daa24309089020723017617c36	3	No	0xca4da6a4c5c3ef85fc9d8e948fb6074e9968f2e5	5	No	0x0d5489b63dde73e1ccb49c594da88257c60494c3	3	No	0xb55995369e6198109f62fd83b490cc403e227989	4	No	0xfb0af6841afe6107fd455ef0ac40b6a33afa5d55	2	No	0x16365d3eb66aae14cb7fc3957292cf0b825198a5	4	No	0x743a7d624e6b80511b325c9f174901f047af72ce	5	No	0xa14d18b78247265b6047b007f0cf421894aafa06	2	No
0xac2d778605da3f4bf394cc12c08b639c2eeb0a84	3	No	0x2e7efb13626d5a45e80b7dc41124fd3c8567619d	5	No	0xe5c9f61b744c92413716134c66f115180dc8d232	3	No	0x39da8fd657960cef83f1ba795c6518af45f49d90	4	No	0x5eacd27e561b6136460a16e43831ed72ede464b3	2	No	0x43d276d48f4ddf32d320b6c0eebd85b5c82eb441	4	No	0xa554d5b819cc08baae018c79411a694c6d92585f	5	No	0x85b56ce96c9ca48bb8e7d926b799468721e43518	2	No
0x36e1d004a2d84579c64b85aa6ba204395bffa69f	3	No	0xb8278ea06cd3f1761230f1cb31f6b5dbc52aaaa3	5	No	0x63cba7361ff2c717e90033c1bc3071444d3540a4	3	No	0x86159fb091aa223b4d1b5c337a0508409451ccf8	4	No	0x31163b47b57af55f4d4c40e3fe7d2585687a6d50	2	No	0xd65daf52d6d7ae898b4f1b3671430e4f620fe50a	4	No	0x7435321c094abb6cd9d8d5481b61100562ea74a3	5	No	0x3fa7c200de44f86ca79b533dbb9a21907772ffd0	2	No
0xa60b990af01758371872b478ebdbc21dc379ec1a	3	No	0x055d08c47e970fdfe140b29be1be5b7289aed740	5	No	0x8e02c045c6690749393e9c3b8fd6befa651cb718	3	No	0x7fb9c061044f25dfda2b866800c2f969a609d527	4	No	0x863f75a893feda6932d05b03105eb132035c607a	2	No	0x37c676d7355d07b951c3bbfa636fb87256640092	4	No	0xa1c15a41681ea72a4ca5e0cef6c7b5f52cffb2ff	5	No	0x9daa93baecaee01502ea934fea5a37bca334386a	2	No
0x5aa509964fe3ecd26327d6b8bfa7608ea5ae97f4	3	No	0x7ea0b39f9f84f5ca1d978a1fc57bca9eaae3dbdb	5	No	0x1d6bd644bf98b718e260ae53ea224465c7a72b40	3	No	0xd4f94901a1fd4acbc2730f1458a3254f77d5a112	4	No	0xcdad96e3e68659ec9069bfef085bd3336fdb31db	2	No	0x75a3bff4a4d9f71399d03448c0f2e33446c5a1c3	4	No	0x1dce0ea3ea24b70f2337c2ab875238d625096210	5	No	0x2f77f6b6a81b11a847a2f78d1d0b7fe999253c7f	2	No
0xbe7fcf61f9f4a863e47a94b9c5ed31bba4b08a57	3	No	0xa42cb1237b54c42d312fd72a4e7eb08cd8fe1c1d	5	No	0xb91ea1769040fc14cbccfd7454e811a16aa1de5d	3	No	0xf5c7c87962aa1272566c793bcf6663f7010b0985	4	No	0xe3e0b2a65737719f361baa9cfbf996e21933f096	2	No	0x547b03eeccccd2dfd17e9b226ec56de5bb94e424	4	No	0x6ec5ec42e79f57d42e80b6d8ba113903accda539	5	No	0x38837495197b6cc2eab9a59f01fe13089b1cb86a	2	No
0x697239e4ea375f96bf4fb26438019ade8a1d724b	3	No	0x26e750e5d33379fc8ec4daee485a5868c82cdf2d	5	No	0x02943a285b2d597da8e7673eb325ee1d5f59a9f6	3	No	0x79abdd08626390907621696d7e378c0413570f20	4	No	0x4734942bb4fcdbfbafef134e59deb5c88b875ee3	2	No	0x77b5f2d89b33eedd7b8ab0ff72e1eaa186165f6d	4	No	0xaa758daf971267d785bfb45d7ae8c32574465ce7	5	No	0x3f8adbe12456188433d0cf09e0472084c4f29671	2	No
0x663205301efc4c13f8e09a4bc8a2382046b6c27e	3	No	0x88cc48be26e2bdca35842ebbb7dd26622f2ca20f	5	No	0xf9c461556f54be8da0855cb0a0373e9e80d5c0b7	3	No	0x22811cbb477bd2e18313b7113fc8b66abe929861	4	No	0x36599ad7e2a7033d73f5918965b3b6ec77ebfdfb	2	No	0x48ef21acd93cc78f6d042e9e2a1fc46a7ea079d8	4	No	0x70fa92be762afd7438e1d25f72f39d7469065ea5	5	No	0x7d8a6971d831bb1b11b384ff35260afafdc23410	2	No
0x9c60531495ab1b6d7ed8ef96c29a4e2e0a550646	3	No	0x9a4c911f6ebed454d1f4455129dd539e08e870a8	5	No	0x5f896f9464efd90afcece73ef0ab4ee63536c184	3	No	0x85e64098f35b5600dfd1e9b8ec534dffa733779c	4	No	0xf8eb55b337879601e3947e62594595e0a9388b01	2	No	0x9dc7e214623e7aeeb9dae14375d95e6fe6fca502	4	No	0x6e1ae94810de8d10b4edb6bdd1bc6255bcc4ebd7	5	No	0x82668085578f0ab33c2713a45edabc30eab4a5b4	2	No
0x4b6bb883801e9ce7d8d7d0d9504ee1c263e7e9de	3	No	0x0eeee5bf86c7e0083c1158c1fe244701abea4cfc	5	No	0xe598c65f960a8c39b539f31cabf2c28f1567fd54	3	No	0xdeddc2d4dd0f05233138aa708efe0fbedda997a1	4	No	0xa37f2df3be87c829882df864473e72156cf1179b	2	No	0xb742f13a0bfda25fafa0de4b320980df2290cdfd	4	No	0xdffdd83baefd023ce78cbd6e4a2b94bb0d16adfd	5	No	0xbd40dc20df05d6acec99416dc77b2d0c671e77f1	2	No
0x1c42d422381eb21dc5ecf970df36227e27d6d431	3	No	0xe3790e7a086b8514761036aacbf0b2155ebb9a1d	5	No	0x5e765c50311fcab251f60f13121a974a40010d43	3	No	0xde1e4c3cfc5e2be601d7abcd70a1167a3e0abb7b	4	No	0x89a23497d3091d3f6664cc185918f1831c91f4dd	2	No	0x740aa6b8158e6534caa4658530a77cb198c33661	4	No	0x69d62b87d953009308ad4a1f538102e27ab78df5	5	No	0x96bbd74c159e4c6dd3675889aec6c6acc763e5a6	2	No
0xff927a1dcb5cf1a2404aa00c1fce4a8c780eba51	3	No	0x697239e4ea375f96bf4fb26438019ade8a1d724b	5	No	0xbd2eda890239c47f63d19af9f7a9636d5ad9dd78	3	No	0x396664dfc1e515682c2bc6c32b394d5734392fd5	4	No	0x412aee16ef4a33ec4347e3eac771edd622875e21	2	No	0xc0abde84baad42ffe2af1f6186994f21b7ca5e0f	4	No	0x5af13dad615db3bdc5f4e01f404e691de1e256dc	5	No	0x591aea83f526922e20c5802f57df1bb557ed47aa	2	No
0x61b0de9eff965e132e8a94c528bc1aedaab92656	3	No	0xe2f1b432f92c6db4544b2284cdc6858009582a27	5	No	0x4e8d75d8b17c0d7d7fd658040cacd6ad6b206015	3	No	0x4d39d61b2969051aa01534b7c929ec205f9ee814	4	No	0xc17fd3a8797788f66b4d1e43069512187f94f722	2	No	0x05b15699edda6589dcfacb945fc2f59a483969eb	4	No	0x7aa622b36bb8fe054ae5da5006de58bce250ed7c	5	No	0xe71a126d41d167ce3ca048ccce3f61fa83274535	2	No
